loan_amnt,term,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,addr_state,dti,fico_range_low,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,application_type,mort_acc,pub_rec_bankruptcies,target_default,issue_year
10500.0, 60 months,10+ years,MORTGAGE,50240.0,Verified,Nov-2015,debt_consolidation,NM,30.36,660.0,664.0,1.0,9.0,1.0,12046.0,73.0,24.0,Individual,0.0,1.0,0,2015
4800.0, 36 months,10+ years,MORTGAGE,105000.0,Not Verified,Nov-2015,credit_card,PA,20.02,710.0,714.0,0.0,16.0,0.0,70364.0,78.3,32.0,Individual,3.0,0.0,0,2015
3500.0, 36 months,,OWN,20000.0,Source Verified,Nov-2015,debt_consolidation,IL,21.97,755.0,759.0,1.0,7.0,0.0,3254.0,22.9,10.0,Individual,0.0,0.0,1,2015
5000.0, 36 months,3 years,RENT,31000.0,Verified,Nov-2015,debt_consolidation,MI,38.44,670.0,674.0,2.0,11.0,1.0,2622.0,11.8,30.0,Individual,0.0,0.0,1,2015
27550.0, 36 months,10+ years,MORTGAGE,76000.0,Not Verified,Nov-2015,major_purchase,MA,10.72,680.0,684.0,0.0,5.0,0.0,7436.0,29.7,12.0,Individual,2.0,0.0,0,2015
16000.0, 36 months,10+ years,MORTGAGE,70000.0,Verified,Nov-2015,debt_consolidation,MN,9.91,715.0,719.0,0.0,8.0,0.0,43585.0,88.8,31.0,Individual,6.0,0.0,0,2015
20800.0, 36 months,10+ years,MORTGAGE,400000.0,Source Verified,Dec-2015,credit_card,CT,8.27,735.0,739.0,0.0,11.0,0.0,19301.0,56.8,26.0,Individual,3.0,0.0,0,2015
11200.0, 60 months,1 year,RENT,40000.0,Not Verified,Nov-2015,debt_consolidation,TX,25.92,695.0,699.0,0.0,8.0,0.0,9260.0,56.5,34.0,Individual,0.0,0.0,1,2015
2500.0, 36 months,10+ years,RENT,33200.0,Verified,Nov-2015,moving,MO,20.07,660.0,664.0,5.0,8.0,1.0,2996.0,68.1,16.0,Individual,0.0,1.0,0,2015
4450.0, 36 months,,RENT,42000.0,Source Verified,Nov-2015,major_purchase,NY,3.17,670.0,674.0,1.0,5.0,0.0,608.0,38.0,12.0,Individual,2.0,0.0,0,2015
8950.0, 36 months,10+ years,MORTGAGE,40000.0,Source Verified,Nov-2015,debt_consolidation,MA,22.41,700.0,704.0,0.0,14.0,0.0,1662.0,24.1,28.0,Individual,4.0,0.0,0,2015
21825.0, 60 months,8 years,MORTGAGE,52000.0,Source Verified,Nov-2015,debt_consolidation,FL,35.4,665.0,669.0,0.0,6.0,1.0,2952.0,42.8,14.0,Individual,1.0,1.0,1,2015
15000.0, 60 months,5 years,OWN,52000.0,Verified,Nov-2015,credit_card,IL,21.07,660.0,664.0,1.0,10.0,1.0,12979.0,69.0,13.0,Individual,0.0,0.0,1,2015
6200.0, 36 months,10+ years,RENT,38000.0,Verified,Nov-2015,other,NJ,3.47,675.0,679.0,0.0,4.0,0.0,2167.0,69.9,4.0,Individual,0.0,0.0,1,2015
2500.0, 36 months,1 year,MORTGAGE,100000.0,Source Verified,Nov-2015,debt_consolidation,CA,23.75,680.0,684.0,1.0,10.0,0.0,10344.0,49.3,27.0,Individual,1.0,0.0,0,2015
12000.0, 60 months,6 years,MORTGAGE,121600.0,Source Verified,Dec-2015,debt_consolidation,OR,13.87,670.0,674.0,0.0,13.0,0.0,13823.0,74.3,34.0,Individual,1.0,0.0,1,2015
28000.0, 36 months,2 years,MORTGAGE,79500.0,Verified,Nov-2015,debt_consolidation,GA,1.03,720.0,724.0,1.0,31.0,0.0,359.0,0.7,45.0,Individual,3.0,0.0,0,2015
16000.0, 36 months,6 years,MORTGAGE,105000.0,Source Verified,Nov-2015,credit_card,MD,9.29,720.0,724.0,0.0,9.0,0.0,19844.0,49.2,24.0,Individual,1.0,0.0,0,2015
10000.0, 36 months,6 years,RENT,72000.0,Not Verified,Nov-2015,home_improvement,NY,10.77,710.0,714.0,0.0,6.0,0.0,3776.0,28.6,39.0,Individual,0.0,0.0,0,2015
28000.0, 36 months,< 1 year,MORTGAGE,150000.0,Source Verified,Nov-2015,debt_consolidation,GA,7.83,680.0,684.0,0.0,11.0,0.0,37442.0,65.1,19.0,Individual,2.0,0.0,0,2015
8450.0, 36 months,10+ years,MORTGAGE,50000.0,Not Verified,Nov-2015,debt_consolidation,MI,26.98,730.0,734.0,0.0,11.0,0.0,18855.0,91.1,26.0,Individual,2.0,0.0,0,2015
2000.0, 36 months,,OWN,11388.0,Verified,Nov-2015,debt_consolidation,MO,12.22,665.0,669.0,0.0,3.0,0.0,1278.0,44.1,14.0,Individual,0.0,0.0,1,2015
14200.0, 36 months,< 1 year,RENT,65000.0,Source Verified,Nov-2015,credit_card,TX,21.33,675.0,679.0,1.0,18.0,1.0,14710.0,89.6,48.0,Individual,0.0,1.0,0,2015
4000.0, 36 months,5 years,RENT,56480.0,Source Verified,Nov-2015,vacation,IN,9.2,670.0,674.0,1.0,5.0,2.0,446.0,3.6,19.0,Individual,0.0,1.0,0,2015
30000.0, 60 months,10+ years,MORTGAGE,105000.0,Source Verified,Nov-2015,home_improvement,FL,12.43,680.0,684.0,1.0,13.0,0.0,18348.0,39.6,32.0,Individual,2.0,0.0,1,2015
10000.0, 36 months,10+ years,RENT,80000.0,Source Verified,Nov-2015,credit_card,FL,28.07,675.0,679.0,1.0,14.0,0.0,44152.0,96.4,35.0,Individual,0.0,0.0,0,2015
28000.0, 36 months,10+ years,MORTGAGE,78600.0,Not Verified,Nov-2015,debt_consolidation,NJ,16.43,720.0,724.0,0.0,14.0,0.0,18696.0,37.8,26.0,Individual,4.0,0.0,0,2015
20800.0, 60 months,4 years,MORTGAGE,75000.0,Source Verified,Nov-2015,other,TX,34.72,685.0,689.0,0.0,14.0,0.0,30366.0,65.3,24.0,Individual,2.0,0.0,0,2015
10000.0, 36 months,< 1 year,RENT,51000.0,Source Verified,Nov-2015,credit_card,FL,9.91,660.0,664.0,0.0,10.0,0.0,8863.0,55.4,13.0,Individual,0.0,0.0,0,2015
21000.0, 36 months,2 years,MORTGAGE,100000.0,Source Verified,Nov-2015,credit_card,TN,22.52,700.0,704.0,0.0,12.0,0.0,21492.0,85.6,19.0,Individual,2.0,0.0,0,2015
20000.0, 36 months,,MORTGAGE,120000.0,Not Verified,Nov-2015,credit_card,OR,24.25,690.0,694.0,0.0,12.0,0.0,12916.0,60.1,35.0,Individual,4.0,0.0,0,2015
18000.0, 36 months,3 years,MORTGAGE,100000.0,Source Verified,Nov-2015,debt_consolidation,CO,16.51,695.0,699.0,2.0,16.0,0.0,40860.0,50.6,24.0,Individual,6.0,0.0,0,2015
12525.0, 60 months,5 years,OWN,80000.0,Source Verified,Nov-2015,other,VA,7.62,660.0,664.0,1.0,9.0,1.0,4577.0,65.4,24.0,Individual,0.0,1.0,1,2015
10000.0, 36 months,10+ years,MORTGAGE,75000.0,Source Verified,Nov-2015,debt_consolidation,OH,14.98,695.0,699.0,3.0,12.0,0.0,3296.0,27.7,28.0,Individual,1.0,0.0,0,2015
30000.0, 36 months,7 years,OWN,100000.0,Source Verified,Nov-2015,credit_card,NY,8.1,670.0,674.0,0.0,9.0,0.0,22887.0,49.8,22.0,Individual,2.0,0.0,0,2015
19175.0, 36 months,< 1 year,MORTGAGE,53000.0,Verified,Nov-2015,debt_consolidation,PA,32.43,665.0,669.0,1.0,32.0,0.0,23616.0,59.2,56.0,Individual,1.0,0.0,1,2015
15000.0, 36 months,2 years,RENT,200000.0,Verified,Dec-2015,credit_card,TX,17.56,660.0,664.0,1.0,17.0,2.0,47036.0,95.8,23.0,Individual,0.0,0.0,0,2015
9600.0, 36 months,< 1 year,RENT,25000.0,Verified,Dec-2015,debt_consolidation,WA,46.28,660.0,664.0,2.0,7.0,0.0,3657.0,58.0,14.0,Joint App,0.0,0.0,0,2015
20000.0, 36 months,,MORTGAGE,80000.0,Not Verified,Nov-2015,debt_consolidation,NY,22.34,720.0,724.0,0.0,14.0,0.0,11416.0,46.4,35.0,Individual,2.0,0.0,0,2015
15000.0, 36 months,5 years,MORTGAGE,65000.0,Not Verified,Dec-2015,debt_consolidation,NY,13.91,725.0,729.0,0.0,13.0,0.0,7364.0,24.7,19.0,Individual,1.0,0.0,0,2015
11200.0, 36 months,,RENT,40000.0,Not Verified,Nov-2015,home_improvement,IN,14.49,715.0,719.0,0.0,9.0,1.0,9027.0,44.9,23.0,Individual,0.0,0.0,0,2015
10000.0, 36 months,10+ years,RENT,45000.0,Source Verified,Nov-2015,credit_card,NC,6.85,670.0,674.0,0.0,7.0,0.0,7490.0,87.1,9.0,Individual,0.0,0.0,0,2015
14000.0, 60 months,3 years,OWN,48000.0,Source Verified,Nov-2015,credit_card,AL,17.28,675.0,679.0,1.0,15.0,0.0,93866.0,55.3,22.0,Individual,0.0,0.0,0,2015
12000.0, 36 months,4 years,RENT,55000.0,Verified,Dec-2015,home_improvement,NY,23.63,680.0,684.0,0.0,19.0,0.0,21724.0,69.9,46.0,Individual,0.0,0.0,1,2015
7925.0, 36 months,10+ years,MORTGAGE,32000.0,Verified,Nov-2015,debt_consolidation,OH,23.11,660.0,664.0,0.0,15.0,0.0,14424.0,67.1,19.0,Individual,3.0,0.0,0,2015
10000.0, 60 months,10+ years,RENT,98541.0,Source Verified,Nov-2015,other,NJ,5.58,685.0,689.0,0.0,11.0,0.0,1232.0,8.1,24.0,Individual,1.0,0.0,1,2015
7500.0, 36 months,10+ years,RENT,22000.0,Source Verified,Nov-2015,debt_consolidation,NC,11.29,670.0,674.0,1.0,9.0,0.0,1202.0,16.5,27.0,Individual,0.0,0.0,0,2015
5000.0, 36 months,,RENT,45000.0,Source Verified,Nov-2015,debt_consolidation,IL,10.53,670.0,674.0,0.0,9.0,0.0,8991.0,51.1,17.0,Individual,0.0,0.0,0,2015
5600.0, 36 months,1 year,MORTGAGE,24000.0,Source Verified,Nov-2015,debt_consolidation,MI,8.5,670.0,674.0,1.0,11.0,0.0,6691.0,74.3,13.0,Individual,1.0,0.0,0,2015
26050.0, 36 months,10+ years,MORTGAGE,52125.0,Source Verified,Nov-2015,credit_card,PA,11.31,710.0,714.0,0.0,6.0,0.0,19474.0,65.1,19.0,Individual,1.0,0.0,0,2015
16200.0, 36 months,10+ years,MORTGAGE,45000.0,Source Verified,Nov-2015,debt_consolidation,MA,28.92,665.0,669.0,0.0,19.0,0.0,20694.0,46.6,31.0,Individual,1.0,0.0,0,2015
22400.0, 36 months,5 years,MORTGAGE,95000.0,Source Verified,Nov-2015,debt_consolidation,ME,17.79,665.0,669.0,0.0,10.0,1.0,4857.0,57.1,43.0,Individual,4.0,1.0,0,2015
24000.0, 36 months,1 year,OWN,125000.0,Source Verified,Nov-2015,credit_card,MI,18.56,665.0,669.0,3.0,32.0,1.0,38263.0,53.4,41.0,Individual,3.0,0.0,1,2015
5000.0, 36 months,10+ years,RENT,41000.0,Source Verified,Nov-2015,credit_card,MS,11.56,660.0,664.0,1.0,5.0,1.0,3194.0,21.0,14.0,Individual,2.0,1.0,0,2015
6000.0, 36 months,,RENT,37154.0,Source Verified,Dec-2015,other,MI,21.35,665.0,669.0,0.0,8.0,1.0,6444.0,72.4,14.0,Individual,0.0,0.0,0,2015
11950.0, 36 months,,RENT,26000.0,Verified,Nov-2015,credit_card,IL,22.62,690.0,694.0,0.0,7.0,0.0,12938.0,53.0,10.0,Individual,0.0,0.0,1,2015
2000.0, 36 months,7 years,OWN,62316.0,Verified,Nov-2015,other,MS,10.07,715.0,719.0,0.0,8.0,0.0,1612.0,24.4,18.0,Individual,0.0,0.0,0,2015
18000.0, 36 months,10+ years,MORTGAGE,53000.0,Verified,Nov-2015,debt_consolidation,AZ,22.6,710.0,714.0,0.0,9.0,0.0,18574.0,59.2,21.0,Individual,1.0,0.0,0,2015
23400.0, 60 months,3 years,MORTGAGE,68000.0,Verified,Nov-2015,debt_consolidation,MO,6.81,665.0,669.0,2.0,7.0,0.0,7380.0,69.6,19.0,Individual,4.0,0.0,0,2015
28000.0, 36 months,10+ years,MORTGAGE,82000.0,Source Verified,Nov-2015,debt_consolidation,CA,6.68,705.0,709.0,2.0,12.0,1.0,14539.0,23.6,42.0,Individual,3.0,0.0,1,2015
22000.0, 60 months,10+ years,MORTGAGE,52000.0,Source Verified,Nov-2015,debt_consolidation,OH,21.86,710.0,714.0,0.0,5.0,0.0,4796.0,70.5,9.0,Individual,2.0,0.0,0,2015
20000.0, 36 months,10+ years,MORTGAGE,120000.0,Verified,Nov-2015,credit_card,ME,12.76,670.0,674.0,0.0,12.0,1.0,15838.0,80.0,46.0,Individual,5.0,1.0,0,2015
11200.0, 60 months,10+ years,MORTGAGE,42000.0,Not Verified,Nov-2015,home_improvement,CO,19.71,710.0,714.0,0.0,12.0,1.0,16533.0,42.3,24.0,Individual,3.0,1.0,0,2015
20000.0, 36 months,5 years,MORTGAGE,90000.0,Source Verified,Nov-2015,debt_consolidation,OH,10.09,675.0,679.0,2.0,11.0,1.0,17244.0,39.3,36.0,Individual,0.0,1.0,0,2015
3000.0, 36 months,7 years,RENT,65000.0,Source Verified,Nov-2015,debt_consolidation,NY,23.3,660.0,664.0,0.0,17.0,1.0,15540.0,45.7,24.0,Individual,0.0,1.0,0,2015
35000.0, 60 months,2 years,MORTGAGE,97000.0,Verified,Nov-2015,debt_consolidation,TX,21.98,675.0,679.0,1.0,17.0,0.0,22592.0,77.9,44.0,Individual,2.0,0.0,0,2015
10500.0, 36 months,4 years,RENT,35000.0,Verified,Nov-2015,debt_consolidation,NJ,19.55,715.0,719.0,1.0,10.0,0.0,15481.0,47.8,11.0,Individual,0.0,0.0,0,2015
1000.0, 36 months,5 years,OWN,25000.0,Verified,Dec-2015,debt_consolidation,OH,18.96,660.0,664.0,1.0,8.0,0.0,5901.0,45.0,26.0,Individual,0.0,0.0,1,2015
16000.0, 60 months,4 years,MORTGAGE,100000.0,Verified,Nov-2015,credit_card,TX,28.51,705.0,709.0,3.0,34.0,0.0,14358.0,43.4,43.0,Individual,1.0,0.0,1,2015
25000.0, 36 months,8 years,MORTGAGE,81000.0,Source Verified,Nov-2015,debt_consolidation,MD,14.33,665.0,669.0,0.0,13.0,0.0,19821.0,84.0,26.0,Individual,5.0,0.0,1,2015
12500.0, 60 months,9 years,RENT,85000.0,Verified,Nov-2015,debt_consolidation,FL,23.29,710.0,714.0,0.0,17.0,0.0,13705.0,36.1,20.0,Individual,0.0,0.0,0,2015
8000.0, 36 months,9 years,RENT,39000.0,Verified,Nov-2015,debt_consolidation,OH,16.09,680.0,684.0,0.0,18.0,0.0,7093.0,46.7,36.0,Individual,0.0,0.0,0,2015
18625.0, 36 months,7 years,MORTGAGE,84000.0,Source Verified,Nov-2015,debt_consolidation,IL,5.0,685.0,689.0,0.0,9.0,0.0,14401.0,73.1,14.0,Individual,2.0,0.0,0,2015
1200.0, 36 months,,MORTGAGE,42000.0,Verified,Nov-2015,other,VA,25.09,690.0,694.0,0.0,14.0,0.0,15981.0,57.1,30.0,Individual,7.0,0.0,1,2015
10000.0, 36 months,< 1 year,RENT,40000.0,Source Verified,Nov-2015,debt_consolidation,CO,18.51,680.0,684.0,0.0,11.0,0.0,10183.0,90.9,18.0,Individual,0.0,0.0,0,2015
29750.0, 60 months,10+ years,MORTGAGE,60000.0,Source Verified,Nov-2015,debt_consolidation,NY,7.26,670.0,674.0,1.0,8.0,0.0,8318.0,60.3,12.0,Joint App,1.0,0.0,1,2015
25000.0, 36 months,10+ years,MORTGAGE,60000.0,Verified,Nov-2015,debt_consolidation,NJ,9.98,665.0,669.0,0.0,13.0,1.0,10146.0,44.3,32.0,Joint App,3.0,0.0,0,2015
7000.0, 36 months,6 years,RENT,120000.0,Source Verified,Nov-2015,debt_consolidation,NY,18.49,800.0,804.0,0.0,14.0,0.0,2297.0,9.3,31.0,Individual,0.0,0.0,0,2015
11500.0, 60 months,10+ years,MORTGAGE,43500.0,Source Verified,Nov-2015,debt_consolidation,OH,19.1,705.0,709.0,0.0,7.0,0.0,22684.0,66.7,24.0,Individual,4.0,0.0,0,2015
21000.0, 60 months,10+ years,RENT,111000.0,Not Verified,Nov-2015,other,CA,6.05,725.0,729.0,1.0,13.0,0.0,0.0,0.0,31.0,Individual,3.0,0.0,1,2015
10000.0, 60 months,10+ years,OWN,68400.0,Source Verified,Nov-2015,debt_consolidation,DC,23.21,660.0,664.0,0.0,14.0,0.0,2575.0,12.5,48.0,Individual,2.0,0.0,0,2015
22800.0, 60 months,2 years,MORTGAGE,60000.0,Source Verified,Nov-2015,debt_consolidation,OK,18.0,735.0,739.0,5.0,14.0,0.0,52558.0,47.3,29.0,Individual,4.0,0.0,1,2015
25150.0, 60 months,3 years,MORTGAGE,80000.0,Not Verified,Nov-2015,debt_consolidation,MI,33.14,750.0,754.0,0.0,15.0,0.0,12440.0,42.7,28.0,Individual,1.0,0.0,1,2015
8000.0, 36 months,2 years,OWN,55000.0,Verified,Nov-2015,credit_card,TX,18.79,685.0,689.0,0.0,18.0,0.0,20823.0,51.8,28.0,Individual,0.0,0.0,0,2015
9675.0, 36 months,,OWN,19374.0,Verified,Nov-2015,debt_consolidation,SC,24.66,705.0,709.0,0.0,6.0,0.0,15816.0,74.6,20.0,Individual,0.0,0.0,0,2015
5000.0, 36 months,< 1 year,MORTGAGE,36400.0,Not Verified,Nov-2015,credit_card,LA,7.32,680.0,684.0,0.0,9.0,0.0,4991.0,29.4,18.0,Individual,2.0,0.0,0,2015
9600.0, 36 months,7 years,RENT,68000.0,Source Verified,Nov-2015,credit_card,AR,13.94,685.0,689.0,0.0,7.0,0.0,5267.0,53.2,21.0,Individual,2.0,0.0,0,2015
26400.0, 36 months,,MORTGAGE,60000.0,Not Verified,Nov-2015,debt_consolidation,PA,15.94,690.0,694.0,0.0,8.0,0.0,27464.0,50.6,28.0,Individual,5.0,0.0,0,2015
11000.0, 36 months,3 years,RENT,85000.0,Source Verified,Nov-2015,debt_consolidation,GA,19.58,670.0,674.0,0.0,9.0,1.0,4734.0,26.6,24.0,Individual,1.0,0.0,0,2015
9500.0, 36 months,9 years,MORTGAGE,80000.0,Not Verified,Nov-2015,other,TN,9.29,815.0,819.0,1.0,9.0,0.0,1017.0,3.8,26.0,Individual,6.0,0.0,0,2015
30000.0, 60 months,8 years,MORTGAGE,100000.0,Source Verified,Nov-2015,credit_card,PA,21.67,695.0,699.0,4.0,15.0,0.0,53361.0,44.0,34.0,Individual,1.0,0.0,0,2015
12000.0, 36 months,5 years,MORTGAGE,110000.0,Source Verified,Nov-2015,credit_card,UT,12.88,700.0,704.0,0.0,25.0,0.0,11876.0,47.9,58.0,Individual,4.0,0.0,0,2015
10800.0, 36 months,2 years,RENT,36906.0,Source Verified,Nov-2015,credit_card,NC,13.33,665.0,669.0,0.0,10.0,0.0,10209.0,60.8,15.0,Individual,0.0,0.0,0,2015
5000.0, 36 months,1 year,MORTGAGE,100000.0,Not Verified,Nov-2015,other,NC,7.99,795.0,799.0,0.0,6.0,0.0,2134.0,4.9,19.0,Individual,3.0,0.0,0,2015
15000.0, 60 months,10+ years,RENT,73000.0,Source Verified,Nov-2015,debt_consolidation,NY,16.52,660.0,664.0,3.0,19.0,0.0,10124.0,46.2,41.0,Individual,0.0,0.0,0,2015
5000.0, 36 months,,RENT,26400.0,Verified,Nov-2015,debt_consolidation,CA,19.45,660.0,664.0,1.0,9.0,1.0,5331.0,53.8,25.0,Individual,0.0,1.0,1,2015
23400.0, 60 months,10+ years,RENT,65000.0,Source Verified,Nov-2015,debt_consolidation,FL,19.35,685.0,689.0,0.0,4.0,0.0,107264.0,98.8,15.0,Individual,2.0,0.0,0,2015
20000.0, 36 months,10+ years,RENT,82000.0,Verified,Nov-2015,home_improvement,CA,26.67,660.0,664.0,0.0,10.0,0.0,34336.0,66.7,16.0,Individual,2.0,0.0,0,2015
12000.0, 36 months,10+ years,RENT,48000.0,Not Verified,Nov-2015,debt_consolidation,OR,13.1,660.0,664.0,1.0,7.0,1.0,3144.0,30.2,25.0,Individual,1.0,0.0,0,2015
20000.0, 36 months,10+ years,MORTGAGE,72000.0,Source Verified,Nov-2015,credit_card,CA,15.68,700.0,704.0,0.0,5.0,0.0,20225.0,58.0,15.0,Individual,5.0,0.0,0,2015
11000.0, 36 months,1 year,OWN,840000.0,Source Verified,Nov-2015,debt_consolidation,IN,1.61,700.0,704.0,3.0,8.0,0.0,3979.0,33.7,30.0,Individual,0.0,0.0,0,2015
5000.0, 36 months,10+ years,RENT,50000.0,Verified,Nov-2015,credit_card,FL,10.49,665.0,669.0,0.0,8.0,1.0,3707.0,56.2,19.0,Individual,2.0,1.0,0,2015
22650.0, 36 months,10+ years,MORTGAGE,78000.0,Not Verified,Nov-2015,debt_consolidation,SD,24.98,705.0,709.0,1.0,11.0,0.0,12045.0,83.1,36.0,Individual,2.0,0.0,0,2015
14675.0, 36 months,10+ years,MORTGAGE,72000.0,Source Verified,Nov-2015,other,TX,19.82,680.0,684.0,1.0,9.0,0.0,29328.0,87.5,21.0,Individual,2.0,0.0,0,2015
10000.0, 36 months,2 years,RENT,58000.0,Not Verified,Nov-2015,credit_card,FL,15.29,665.0,669.0,1.0,27.0,0.0,9685.0,46.8,27.0,Individual,0.0,0.0,0,2015
6000.0, 36 months,7 years,MORTGAGE,50000.0,Source Verified,Nov-2015,debt_consolidation,TN,14.31,685.0,689.0,0.0,12.0,0.0,6653.0,64.0,25.0,Individual,4.0,0.0,1,2015
4000.0, 36 months,,RENT,140000.0,Source Verified,Nov-2015,home_improvement,VA,11.74,725.0,729.0,1.0,11.0,0.0,18507.0,55.1,28.0,Individual,8.0,0.0,0,2015
30000.0, 60 months,10+ years,MORTGAGE,68000.0,Source Verified,Nov-2015,home_improvement,IL,5.72,730.0,734.0,0.0,17.0,0.0,1841.0,3.8,56.0,Individual,6.0,0.0,0,2015
14400.0, 36 months,1 year,MORTGAGE,50000.0,Verified,Nov-2015,credit_card,PA,24.0,705.0,709.0,1.0,9.0,0.0,9418.0,34.9,26.0,Individual,1.0,0.0,0,2015
6000.0, 36 months,2 years,OWN,32000.0,Source Verified,Nov-2015,credit_card,VA,7.63,700.0,704.0,0.0,16.0,0.0,6083.0,5.2,26.0,Individual,0.0,0.0,0,2015
7200.0, 36 months,6 years,MORTGAGE,85000.0,Verified,Dec-2015,credit_card,MD,9.01,720.0,724.0,1.0,6.0,0.0,9816.0,71.6,7.0,Individual,1.0,0.0,0,2015
8000.0, 36 months,8 years,MORTGAGE,86000.0,Not Verified,Nov-2015,debt_consolidation,CT,13.44,710.0,714.0,0.0,23.0,1.0,6208.0,54.5,41.0,Individual,5.0,1.0,1,2015
14000.0, 36 months,10+ years,MORTGAGE,81020.0,Source Verified,Nov-2015,debt_consolidation,MD,23.22,725.0,729.0,0.0,11.0,0.0,123586.0,55.4,21.0,Individual,4.0,0.0,0,2015
28000.0, 60 months,< 1 year,MORTGAGE,100000.0,Not Verified,Dec-2015,debt_consolidation,AL,20.98,685.0,689.0,0.0,11.0,0.0,35212.0,75.9,30.0,Individual,3.0,0.0,1,2015
24475.0, 60 months,7 years,MORTGAGE,68000.0,Verified,Nov-2015,medical,MI,12.88,665.0,669.0,0.0,21.0,1.0,14781.0,29.6,40.0,Individual,0.0,0.0,0,2015
1500.0, 36 months,10+ years,MORTGAGE,56000.0,Verified,Nov-2015,other,MD,19.37,710.0,714.0,0.0,15.0,0.0,15312.0,74.7,19.0,Individual,3.0,0.0,0,2015
8000.0, 36 months,10+ years,MORTGAGE,70000.0,Source Verified,Nov-2015,debt_consolidation,CA,15.02,685.0,689.0,0.0,7.0,0.0,8852.0,67.1,13.0,Individual,1.0,0.0,0,2015
19100.0, 36 months,7 years,RENT,55000.0,Source Verified,Nov-2015,credit_card,NY,27.53,675.0,679.0,2.0,10.0,0.0,19240.0,70.7,20.0,Individual,0.0,0.0,0,2015
17025.0, 36 months,10+ years,MORTGAGE,64220.0,Verified,Dec-2015,debt_consolidation,MA,22.16,685.0,689.0,0.0,13.0,1.0,11386.0,49.1,18.0,Individual,1.0,1.0,0,2015
28000.0, 36 months,5 years,MORTGAGE,70000.0,Not Verified,Nov-2015,debt_consolidation,AR,33.91,705.0,709.0,2.0,13.0,0.0,30982.0,76.5,42.0,Individual,4.0,0.0,1,2015
16000.0, 60 months,1 year,RENT,75000.0,Not Verified,Nov-2015,debt_consolidation,DC,12.3,705.0,709.0,0.0,11.0,0.0,13648.0,37.7,28.0,Individual,0.0,0.0,0,2015
5000.0, 36 months,5 years,RENT,45000.0,Source Verified,Nov-2015,other,IL,26.63,665.0,669.0,2.0,9.0,0.0,2867.0,62.3,15.0,Individual,0.0,0.0,0,2015
17150.0, 60 months,6 years,RENT,135000.0,Source Verified,Dec-2015,small_business,CA,15.57,670.0,674.0,2.0,16.0,1.0,13622.0,54.3,22.0,Individual,0.0,0.0,1,2015
34000.0, 36 months,8 years,MORTGAGE,114495.0,Source Verified,Dec-2015,home_improvement,NY,17.93,705.0,709.0,0.0,14.0,0.0,12383.0,35.2,24.0,Individual,1.0,0.0,0,2015
10000.0, 60 months,< 1 year,MORTGAGE,94000.0,Not Verified,Nov-2015,home_improvement,OH,10.42,695.0,699.0,0.0,7.0,2.0,3526.0,46.4,17.0,Individual,0.0,2.0,0,2015
7500.0, 36 months,2 years,RENT,120000.0,Source Verified,Nov-2015,car,AL,2.98,705.0,709.0,0.0,10.0,0.0,12490.0,47.1,23.0,Individual,0.0,0.0,0,2015
10000.0, 36 months,10+ years,RENT,85000.0,Source Verified,Nov-2015,debt_consolidation,TX,23.31,685.0,689.0,1.0,17.0,0.0,7925.0,23.6,34.0,Individual,2.0,0.0,0,2015
14000.0, 60 months,10+ years,RENT,93600.0,Not Verified,Nov-2015,credit_card,IL,9.17,670.0,674.0,2.0,11.0,2.0,10034.0,37.3,26.0,Individual,2.0,2.0,0,2015
7800.0, 36 months,2 years,RENT,40000.0,Verified,Nov-2015,credit_card,AL,31.5,665.0,669.0,1.0,18.0,0.0,7260.0,64.0,19.0,Individual,0.0,0.0,1,2015
23000.0, 36 months,1 year,RENT,74000.0,Source Verified,Nov-2015,debt_consolidation,NJ,20.34,670.0,674.0,0.0,5.0,0.0,7587.0,37.9,15.0,Individual,0.0,0.0,0,2015
17075.0, 36 months,3 years,RENT,100000.0,Not Verified,Nov-2015,major_purchase,IL,9.14,760.0,764.0,2.0,7.0,0.0,600.0,1.7,9.0,Individual,0.0,0.0,0,2015
20000.0, 36 months,4 years,OWN,100000.0,Verified,Nov-2015,debt_consolidation,TX,6.27,665.0,669.0,2.0,8.0,0.0,14383.0,50.1,18.0,Individual,0.0,0.0,1,2015
24000.0, 36 months,2 years,OWN,78000.0,Not Verified,Nov-2015,credit_card,ND,23.69,765.0,769.0,0.0,11.0,0.0,30437.0,52.2,37.0,Individual,7.0,0.0,0,2015
12000.0, 36 months,5 years,MORTGAGE,57240.0,Verified,Nov-2015,debt_consolidation,KY,26.88,665.0,669.0,0.0,14.0,0.0,16667.0,73.7,15.0,Individual,1.0,0.0,0,2015
3500.0, 36 months,4 years,MORTGAGE,90000.0,Verified,Nov-2015,major_purchase,NV,18.19,700.0,704.0,0.0,14.0,0.0,29924.0,86.0,20.0,Individual,2.0,0.0,0,2015
5000.0, 36 months,2 years,RENT,35000.0,Source Verified,Nov-2015,home_improvement,MD,3.88,705.0,709.0,2.0,17.0,0.0,2118.0,26.1,18.0,Individual,0.0,0.0,0,2015
5000.0, 36 months,9 years,MORTGAGE,80000.0,Not Verified,Nov-2015,debt_consolidation,TX,28.16,670.0,674.0,0.0,8.0,1.0,3542.0,60.0,20.0,Individual,0.0,0.0,1,2015
